product_id,model_name,paradigm,MAE,RMSE,SMAPE
P13035,arima,local,0.0,0.0,0.0
P13035,lightgbm,local,0.1089750404804419,0.1126210180116436,1.2180202353958156
P13035,random_forest,local,0.0017483288645967,0.0025910168703205,0.0194341962752253
P13035,mlp,local,0.2929254755432352,0.3205983626417404,3.190650049612579
P13035,lstm,local,0.177858637715434,0.194026603717713,1.9491612217086616
P13035,gru,local,0.2466842874939188,0.2776543373508785,2.695510176988732
P13036,baseline,local,0.0,0.0,0.0
P13036,arima,local,0.0,0.0,0.0
P13036,lightgbm,local,0.1063011348936472,0.1130135670719793,0.9709148903650954
P13036,random_forest,local,0.0014519905692749,0.0020781192986843,0.0132046680001838
P13036,mlp,local,0.1671218536712311,0.1943442215623567,1.520132253936436
P13036,lstm,local,0.2629140162205958,0.2870129038855767,2.3871743279010142
P13036,gru,local,0.2453804351471282,0.2785458049134998,2.204612979465909
P13039,baseline,local,0.0,0.0,0.0
P13039,arima,local,0.0,0.0,0.0
P13039,lightgbm,local,0.7821726911904682,0.7821737744840684,3.179465714365032
P13039,random_forest,local,0.0,0.0,0.0
P13039,mlp,local,0.9580344287467092,1.0299448736088843,3.8366205697645377
P13039,lstm,local,0.7257016010773489,0.7730865780543386,2.901442245299785
P13039,gru,local,0.6293647626380781,0.675378410034291,2.5631283936135048
P13040,baseline,local,0.0,0.0,0.0
P13040,arima,local,0.0,0.0,0.0
P13040,lightgbm,local,0.8769875172371997,0.8769903799644476,3.07150919270813
P13040,random_forest,local,0.0,0.0,0.0
P13040,mlp,local,0.8986368926890167,1.0019286359060289,3.040700991485381
P13040,lstm,local,0.991690190633138,1.006764534648358,3.4143523950015764
P13040,gru,local,0.8560962467403203,0.8943330849050781,2.8826534642775967
P13043,baseline,local,1.0340659340659342,1.3200849177712566,30.23173484694748
P13043,arima,local,1.035164835164765,1.320443895268498,30.266778742466244
P13043,lightgbm,local,0.7968550935010669,1.0087325552617536,24.580862625634875
P13043,random_forest,local,0.797814263767819,1.0292540682702076,24.411333705409163
P13043,mlp,local,0.8327700228918167,1.0171433042719045,25.75777880890495
P13043,lstm,local,0.8928086380382162,1.0832275692430675,28.08207061071995
P13043,gru,local,0.8194793933477158,1.0144560860961664,25.590703823201537
