product_id,model_name,paradigm,horizon,MAE,RMSE,SMAPE
P11015,baseline,local,20,0.7326007326007326,1.913897505877382,0.8880008879470697
P11015,baseline,local,60,1.52014652014652,2.756942618324256,1.8526276589663444
P11015,baseline,local,120,2.6373626373626373,3.7553380809940538,3.206605222539297
P11015,baseline,local,250,3.717948717948718,4.457779141208643,4.516317016042693
P11015,arima,local,1,0.0732600733830468,0.6052275326688024,0.0888000889439028
P11015,arima,local,20,0.7326007326622194,1.9138975057970655,0.8880008880194423
P11015,arima,local,60,1.520146520208007,2.756942618268499,1.8526276590387167
P11015,arima,local,120,2.637362637424124,3.7553380809940538,3.2066052226116297
P11015,arima,local,250,3.717948717948718,4.457779141139678,4.516317016047281
P11015,lightgbm,local,1,0.7905418145125949,0.993354710856671,0.9491267443971916
P11015,lightgbm,local,20,1.869365899127585,2.2550192216622333,2.2649949196212646
P11015,lightgbm,local,60,2.986276202986871,3.540475680205118,3.659188704907707
P11015,lightgbm,local,120,3.464490993374598,3.8451159259699272,4.223733550987651
P11015,lightgbm,local,250,2.758995197275342,3.6630252115419872,3.447016054437756
P11015,random_forest,local,1,1.849450549450549,2.286166393016217,2.307648468465781
P11015,random_forest,local,20,2.035531135531137,2.8711971185853624,2.4676980615049957
P11015,random_forest,local,60,2.94065934065934,3.896584397054677,3.621611743000249
P11015,random_forest,local,120,3.643223443223445,4.170654501916815,4.432640200738193
P11015,random_forest,local,250,2.677655677655677,3.7678610055012056,3.3431360348868893
P11015,mlp,local,1,1.7198543618450235,2.1196913608139694,2.0500027330158117
P11015,mlp,local,20,2.5487750266497824,3.270290578749482,3.027165204537795
P11015,mlp,local,60,3.239939930674794,3.9893137805055567,3.944019134807915
P11015,mlp,local,120,6.001816187149439,7.074012065496459,7.136284904974196
P11015,mlp,local,250,4.408367841671675,5.43533947797753,5.285472427984683
P11015,lstm,local,1,2.0646274273212137,2.3260592046689266,2.4683560982311885
P11015,lstm,local,20,2.359428266029218,3.089123955473368,2.8514184922286776
P11015,lstm,local,60,2.752179659329928,3.0797626586440057,3.3564219651871805
P11015,lstm,local,120,2.776891659467648,3.150521716051397,3.401645802940025
P11015,lstm,local,250,2.1352833339146207,2.5275366369992343,2.6234245374388245
P11015,gru,local,1,0.9823390415736608,1.2557460929742603,1.187408642303621
P11015,gru,local,20,1.3009385887956444,1.6877070730104755,1.573306526386478
P11015,gru,local,60,2.3659763825245395,2.983105507594122,2.8800872100062938
